ID,Diagnostic Code,Diagnosis Description
12571,94885,80-89% Bdy Brn/50-59% 3D
12572,94886,80-89% Bdy Brn/60-69% 3D
12573,94887,80-89% Bdy Brn/70-79% 3D
12574,94888,80-89% Bdy Brn/80-89% 3D
12575,9489,90% Or More Bdy Surf Brn
12576,94890,90% + Bdy Brn/3D Deg Nos
12577,94891,90% + Bdy Brn/10-19% 3Rd
12578,94892,90% + Bdy Brn/20-29% 3Rd
12579,94893,90% + Bdy Brn/30-39% 3Rd
12580,94894,90% + Bdy Brn/40-49% 3Rd
12581,94895,90% + Bdy Brn/50-59% 3Rd
12582,94896,90% + Bdy Brn/60-69% 3Rd
12583,94897,90% + Bdy Brn/70-79% 3Rd
12584,94898,90% + Bdy Brn/80-89% 3Rd
12585,94899,90% + Bdy Brn/90% + 3Rd
12586,949,Burn Unspecified
12587,9490,Burn Nos
12588,9491,1St Degree Burn Nos
12589,9492,2Nd Degree Burn Nos
12590,9493,3Rd Degree Burn Nos
12591,9494,Deep 3Rd Deg Burn Nos
12592,9495,3Rd Burn W Loss-Site Nos
12593,950,Inj Optic Nerv/Pathways
12594,9500,Optic Nerve Injury
12595,9501,Injury To Optic Chiasm
12596,9502,Injury To Optic Pathways
12597,9503,Injury To Visual Cortex
12598,9509,Inj Optic Nerv/Path Nos
12599,951,Cranial Nerve Injury Nec
12600,9510,Injury Oculomotor Nerve
12601,9511,Injury Trochlear Nerve
12602,9512,Injury Trigeminal Nerve
12603,9513,Injury Abducens Nerve
12604,9514,Injury To Facial Nerve
12605,9515,Injury To Acoustic Nerve
12606,9516,Injury Accessory Nerve
12607,9517,Injury Hypoglossal Nerve
12608,9518,Injury Cranial Nerve Nec
12609,9519,Injury Cranial Nerve Nos
12610,952,Spinal Cord Inj W/O Fx
12611,9520,Cervical Spinal Cord Inj
12612,95200,C1-C4 Spin Cord Inj Nos
12613,95201,Complete Les Cord/C1-C4
12614,95202,Anterior Cord Synd/C1-C4
12615,95203,Central Cord Synd/C1-C4
12616,95204,C1-C4 Spin Cord Inj Nec
12617,95205,C5-C7 Spin Cord Inj Nos
12618,95206,Complete Les Cord/C5-C7
12619,95207,Anterior Cord Synd/C5-C7
12620,95208,Central Cord Synd/C5-C7
12621,95209,C5-C7 Spin Cord Inj Nec
12622,9521,Dorsal Spinal Cord Injur
12623,95210,T1-T6 Spin Cord Inj Nos
12624,95211,Complete Les Cord/T1-T6
12625,95212,Anterior Cord Synd/T1-T6
12626,95213,Central Cord Synd/T1-T6
12627,95214,T1-T6 Spin Cord Inj Nec
12628,95215,T7-T12 Spin Cord Inj Nos
12629,95216,Complete Les Cord/T7-T12
12630,95217,Anterior Cord Syn/T7-T12
12631,95218,Central Cord Syn/T7-T12
12632,95219,T7-T12 Spin Cord Inj Nec
12633,9522,Lumbar Spinal Cord Injur
12634,9523,Sacral Spinal Cord Injur
12635,9524,Cauda Equina Injury
12636,9528,Spin Cord Inj-Mult Site
12637,9529,Spinal Cord Injury Nos
12638,953,Inj Nerve Root/Spin Plex
12639,9530,Cervical Root Injury
12640,9531,Dorsal Root Injury
12641,9532,Lumbar Root Injury
12642,9533,Sacral Root Injury
12643,9534,Brachial Plexus Injury
12644,9535,Lumbosacral Plex Injury
12645,9538,Mult Nerve Root/Plex Inj
12646,9539,Inj Nerve Root/Plex Nos
12647,954,Injury Oth Trunk Nerve
12648,9540,Inj Cerv Sympath Nerve
12649,9541,Inj Sympath Nerve Nec
12650,9548,Injury Trunk Nerve Nec
12651,9549,Injury Trunk Nerve Nos
12652,955,Inj Periph Nerv Shld/Arm
12653,9550,Injury Axillary Nerve
12654,9551,Injury Median Nerve
12655,9552,Injury Ulnar Nerve
12656,9553,Injury Radial Nerve
12657,9554,Inj Musculocutan Nerve
12658,9555,Inj Cutan Senso Nerv/Arm
12659,9556,Injury Digital Nerve
12660,9557,Inj Nerve Shldr/Arm Nec
12661,9558,Inj Mult Nerve Shldr/Arm
12662,9559,Inj Nerve Shldr/Arm Nos
12663,956,Inj Periph Nerv Pelv/Leg
12664,9560,Injury Sciatic Nerve
12665,9561,Injury Femoral Nerve
12666,9562,Inj Posterior Tib Nerve
12667,9563,Injury Peroneal Nerve
12668,9564,Inj Cutan Senso Nerv/Leg
12669,9565,Inj Nerve Pelv/Leg Nec
12670,9568,Inj Mult Nerve Pelv/Leg
12671,9569,Inj Nerve Pelv/Leg Nos
12672,957,Injury To Nerve Nec/Nos
12673,9570,Inj Superf Nerv Head/Nck
12674,9571,Injury To Nerve Nec
12675,9578,Injury To Mult Nerves
12676,9579,Injury To Nerve Nos
12677,958,Early Complic Of Trauma
12678,9580,Air Embolism
12679,9581,Fat Embolism
12680,9582,Secondary/Recur Hemorr
12681,9583,Posttraum Wnd Infec Nec
12682,9584,Traumatic Shock
12683,9585,Traumatic Anuria
12684,9586,Volkmann'S Isch Contract
12685,9587,Traum Subcutan Emphysema
12686,9588,Early Complic Trauma Nec
12687,959,Injury Nec/Nos
12688,9590,Face And Neck Injury Nos
12689,95901,Head Injury Nos
12690,95909,Face & Neck Injury
12691,9591,Trunk Injury Nos
12692,9592,Shldr/Upper Arm Inj Nos
12693,9593,Elb/Forearm/Wrst Inj Nos
12694,9594,Hand Injury Nos
12695,9595,Finger Injury Nos
12696,9596,Hip & Thigh Injury Nos
12697,9597,Lower Leg Injury Nos
12698,9598,Injury Mlt Site/Site Nec
12699,9599,Injury-Site Nos
12700,960,Poisoning By Antibiotics
12701,9600,Poisoning-Penicillins
12702,9601,Pois-Antifungal Antibiot
12703,9602,Poison-Chloramphenicol
12704,9603,Pois-Erythromyc/Macrolid
12705,9604,Poisoning-Tetracycline
12706,9605,Pois-Cephalosporin Group
12707,9606,Pois-Antimycobac Antibio
12708,9607,Pois-Antineop Antibiotic
12709,9608,Poisoning-Antibiotic Nec
12710,9609,Poisoning-Antibiotic Nos
12711,961,Poisoning-Anti-Infec Nec
12712,9610,Poisoning-Sulfonamides
12713,9611,Pois-Arsenic Anti-Infec
12714,9612,Pois-Heav Met Anti-Infec
12715,9613,Pois-Quinoline/Hydroxyqu
12716,9614,Poisoning-Antimalarials
12717,9615,Pois-Antiprotoz Drug Nec
12718,9616,Poisoning-Anthelmintics
12719,9617,Poisoning-Antiviral Drug
12720,9618,Pois-Antimycobac Drg Nec
12721,9619,Pois-Anti-Infect Nec/Nos
12722,962,Poisoning By Hormones
12723,9620,Pois-Corticosteroids
12724,9621,Poisoning-Androgens
12725,9622,Poisoning-Ovarian Hormon
12726,9623,Poison-Insulin/Antidiab
12727,9624,Pois-Ant Pituitary Horm
12728,9625,Pois-Post Pituitary Horm
12729,9626,Poisoning-Parathyroids
12730,9627,Poisoning-Thyroid/Deriv
12731,9628,Poison-Antithyroid Agent
12732,9629,Poisoning Hormon Nec/Nos
12733,963,Poisoning-Systemic Agent
12734,9630,Pois-Antiallrg/Antiemet
12735,9631,Pois-Antineopl/Immunosup
12736,9632,Poisoning-Acidifying Agt
12737,9633,Poisoning-Alkalizing Agt
12738,9634,Poisoning-Enzymes Nec
12739,9635,Poisoning-Vitamins Nec
12740,9638,Poisoning-System Agt Nec
12741,9639,Poisoning-System Agt Nos
12742,964,Pois-Blood Affecting Agt
12743,9640,Poisoning-Iron/Compounds
12744,9641,Poison-Liver/Antianemics
12745,9642,Poisoning-Anticoagulants
12746,9643,Poisoning-Vitamin K
12747,9644,Poison-Fibrinolysis Agnt
12748,9645,Poisoning-Coagulants
12749,9646,Poisoning-Gamma Globulin
12750,9647,Poisoning-Blood Product
12751,9648,Poisoning-Blood Agt Nec
12752,9649,Poisoning-Blood Agt Nos
12753,965,Pois-Analgesic/Antipyret
12754,9650,Poisoning-Opiates
12755,96500,Poisoning-Opium Nos
12756,96501,Poisoning-Heroin
12757,96502,Poisoning-Methadone
12758,96509,Poisoning-Opiates Nec
12759,9651,Poisoning-Salicylates
12760,9654,Pois-Arom Analgesics Nec
12761,9655,Poisoning-Pyrazole Deriv
12762,9656,Poisoning-Antirheumatics
12763,96561,Pois-Propionic Acid Derv
12764,96569,Poison-Antirheumatic Nec
12765,9657,Pois-No-Narc Analges Nec
12766,9658,Pois-Analges/Antipyr Nec
12767,9659,Pois-Analges/Antipyr Nos
12768,966,Poison-Anticonvulsants
12769,9660,Poison-Oxazolidine Deriv
12770,9661,Poison-Hydantoin Derivat
12771,9662,Poisoning-Succinimides
12772,9663,Pois-Anticonvul Nec/Nos
12773,9664,Pois-Anti-Parkinson Drug
12774,967,Poison-Sedative/Hypnotic
12775,9670,Poisoning-Barbiturates
12776,9671,Poisoning-Chloral Hydrat
12777,9672,Poisoning-Paraldehyde
12778,9673,Poisoning-Bromine Compnd
12779,9674,Poisoning-Methaqualone
12780,9675,Poisoning-Glutethimide
12781,9676,Poison-Mix Sedative Nec
12782,9678,Pois-Sedative/Hypnot Nec
12783,9679,Pois-Sedative/Hypnot Nos
12784,968,Poisoning-Cns Depressant
12785,9680,Pois-Cns Muscle Depress
12786,9681,Poisoning-Halothane
12787,9682,Poison-Gas Anesthet Nec
12788,9683,Poison-Intraven Anesthet
12789,9684,Pois-Gen Anesth Nec/Nos
12790,9685,Pois-Topic/Infilt Anesth
12791,9686,Pois-Nerve/Plex-Blk Anes
12792,9687,Poison-Spinal Anesthetic
12793,9689,Pois-Local Anest Nec/Nos
12794,969,Poison-Psychotropic Agt
12795,9690,Poisoning-Antidepressant
12796,9691,Pois-Phenothiazine Tranq
12797,9692,Pois-Butyrophenone Tranq
12798,9693,Poison-Antipsychotic Nec
12799,9694,Pois-Benzodiazepine Tran
12800,9695,Poison-Tranquilizer Nec
12801,9696,Poisoning-Hallucinogens
12802,9697,Poison-Psychostimulants
12803,9698,Poison-Psychotropic Nec
12804,9699,Poison-Psychotropic Nos
12805,970,Poisoning-Cns Stimulants
12806,9700,Poisoning-Analeptics
12807,9701,Poison-Opiate Antagonist
12808,9708,Pois-Cns Stimulants Nec
12809,9709,Pois-Cns Stimulant Nos
12810,971,Poison-Autonomic Agent
12811,9710,Pois-Parasympathomimetic
12812,9711,Pois-Parasympatholytics
12813,9712,Poison-Sympathomimetics
12814,9713,Poisoning-Sympatholytics
12815,9719,Pois-Autonomic Agent Nos
12816,972,Poison-Cardiovasc Agent
12817,9720,Pois-Card Rhythm Regulat
12818,9721,Poisoning-Cardiotonics
12819,9722,Poisoning-Antilipemics
12820,9723,Pois-Ganglion Block Agt
12821,9724,Pois-Coronary Vasodilat
12822,9725,Poison-Vasodilator Nec
12823,9726,Pois-Antihyperten Agent
12824,9727,Poison-Antivaricose Drug
12825,9728,Poison-Capillary Act Agt
12826,9729,Pois-Cardiovasc Agt Nec
12827,973,Poisoning-Gi Agents
12828,9730,Pois-Antacid/Antigastric
12829,9731,Pois-Irritant Cathartics
12830,9732,Pois-Emollient Cathartic
12831,9733,Poisoning-Cathartic Nec
12832,9734,Poisoning-Digestants
12833,9735,Poisoning-Antidiarrh Agt
12834,9736,Poisoning-Emetics
12835,9738,Poisoning-Gi Agents Nec
12836,9739,Poisoning-Gi Agent Nos
12837,974,Pois-Water/Min/Metab Agt
12838,9740,Pois-Mercurial Diuretics
12839,9741,Pois-Purine Diuretics
12840,9742,Pois-H2Co3 Anhydra Inhib
12841,9743,Poisoning-Saluretics
12842,9744,Poisoning-Diuretics Nec
12843,9745,Pois-Electro/Cal/Wat Agt
12844,9746,Poison-Mineral Salts Nec
12845,9747,Pois-Uric Acid Metabol
12846,975,Poisoning-Muscle Agent
12847,9750,Poisoning-Oxytocic Agent
12848,9751,Pois-Smooth Muscle Relax
12849,9752,Pois-Skelet Muscle Relax
12850,9753,Poison-Muscle Agent Nec
12851,9754,Poisoning-Antitussives
12852,9755,Poisoning-Expectorants
12853,9756,Pois-Anti-Cold Drugs
12854,9757,Poisoning-Antiasthmatics
12855,9758,Pois-Respir Drug Nec/Nos
12856,976,Pois-Skin/Eent/Dent Agt
12857,9760,Pois-Local Anti-Infect
12858,9761,Poisoning-Antipruritics
12859,9762,Pois-Loc Astring/Deterg
12860,9763,Pois-Emol/Demul/Protect
12861,9764,Poison-Hair/Scalp Prep
12862,9765,Pois-Eye Anti-Infec/Drug
12863,9766,Poison-Ent Preparation
12864,9767,Pois-Topical Dental Drug
12865,9768,Pois-Skin/Membr Agnt Nec
12866,9769,Pois-Skin/Membr Agnt Nos
12867,977,Pois-Medicinal Nec/Nos
12868,9770,Poisoning-Dietetics
12869,9771,Poison-Lipotropic Drugs
12870,9772,Poisoning-Antidotes Nec
12871,9773,Poison-Alcohol Deterrent
12872,9774,Pois-Pharmaceut Excipien
12873,9778,Poison-Medicinal Agt Nec
12874,9779,Poison-Medicinal Agt Nos
12875,978,Poisoning-Bact Vaccines
12876,9780,Poisoning-Bcg Vaccine
12877,9781,Pois-Typh/Paratyph Vacc
12878,9782,Poisoning-Cholera Vaccin
12879,9783,Poisoning-Plague Vaccine
12880,9784,Poisoning-Tetanus Vaccin
12881,9785,Pois-Diphtheria Vaccine
12882,9786,Pois-Pertussis Vaccine
12883,9788,Pois-Bact Vaccin Nec/Nos
12884,9789,Pois-Mix Bacter Vaccines
12885,979,Pois-Oth Vaccine/Biolog
12886,9790,Poison-Smallpox Vaccine
12887,9791,Poison-Rabies Vaccine
12888,9792,Poison-Typhus Vaccine
12889,9793,Pois-Yellow Fever Vaccin
12890,9794,Poisoning-Measles Vaccin
12891,9795,Pois-Poliomyelit Vaccine
12892,9796,Pois-Viral/Rick Vacc Nec
12893,9797,Poisoning-Mixed Vaccine
12894,9799,Pois-Vaccine/Biolog Nec
12895,980,Alcohol Toxicity
12896,9800,Toxic Eff Ethyl Alcohol
12897,9801,Toxic Eff Methyl Alcohol
12898,9802,Toxic Eff Isopropyl Alc
12899,9803,Toxic Effect Fusel Oil
12900,9808,Toxic Effect Alcohol Nec
12901,9809,Toxic Effect Alcohol Nos
12902,981,Toxic Eff Petroleum Prod
12903,982,Toxic Effect Solvent Nec
12904,9820,Toxic Effect Benzene
12905,9821,Toxic Eff Carbon Tetrach
12906,9822,Toxic Eff Carbon Disulfi
12907,9823,Tx Ef Cl-Hydcarb Slv Nec
12908,9824,Toxic Effect Nitroglycol
12909,9828,Toxic Eff Nonpetrol Solv
12910,983,Toxic Effect Caustics
12911,9830,Tox Eff Corrosive Aromat
12912,9831,Toxic Effect Acids
12913,9832,Toxic Eff Caustic Alkali
12914,9839,Toxic Effect Caustic Nos
12915,984,Toxic Eff Lead & Compnd
12916,9840,Tx Eff Inorg Lead Compnd
12917,9841,Tox Eff Org Lead Compnd
12918,9848,Tox Eff Lead Compnd Nec
12919,9849,Tox Eff Lead Compnd Nos
12920,985,Toxic Effect Oth Metals
12921,9850,Toxic Effect Mercury
12922,9851,Toxic Effect Arsenic
12923,9852,Toxic Effect Manganese
12924,9853,Toxic Effect Beryllium
12925,9854,Toxic Effect Antimony
12926,9855,Toxic Effect Cadmium
12927,9856,Toxic Effect Chromium
12928,9858,Toxic Effect Metals Nec
12929,9859,Toxic Effect Metal Nos
12930,986,Tox Eff Carbon Monoxide
12931,987,Toxide Eff Gas/Vapor Nec
12932,9870,Toxic Eff Liq Petrol Gas
12933,9871,Tox Ef Hydrocarb Gas Nec
12934,9872,Toxic Eff Nitrogen Oxide
12935,9873,Toxic Eff Sulfur Dioxide
12936,9874,Toxic Effect Freon
12937,9875,Tox Eff Lacrimogenic Gas
12938,9876,Toxic Eff Chlorine Gas
12939,9877,Tox Eff Hydrocyan Acd Gs
12940,9878,Toxic Eff Gas/Vapor Nec
12941,9879,Toxic Eff Gas/Vapor Nos
12942,988,Toxic Eff Noxious Food
12943,9880,Toxic Eff Fish/Shellfish
12944,9881,Toxic Effect Mushrooms
12945,9882,Tox Eff Berry/Plant Nec
12946,9888,Tox Eff Noxious Food Nec
12947,9889,Tox Eff Noxious Food Nos
12948,989,Tox Eff Oth Nonmed Subst
12949,9890,Toxic Effect Cyanides
12950,9891,Toxic Effect Strychnine
12951,9892,Tox Eff Chlor Hydrocarb
12952,9893,Tox Eff Organphos/Carbam
12953,9894,Toxic Eff Pesticides Nec
12954,9895,Toxic Effect Venom
12955,9896,Toxic Eff Soap/Detergent
12956,9897,Tox Eff Aflatox/Mycotox
12957,9898,Tox Eff Nonmed Subst Nec
12958,98981,Toxic Effect Of Asbestos
12959,98982,Toxic Effect Of Latex
12960,98983,Toxic Effect Of Silicone
12961,98984,Toxic Effect Of Tobacco
12962,98989,Tox Eff Nonmed Subst Nec
12963,9899,Tox Eff Nonmed Subst Nos
12964,990,Effects Radiation Nos
12965,991,Eff Reduced Temperature
12966,9910,Frostbite Of Face
12967,9911,Frostbite Of Hand
12968,9912,Frostbite Of Foot
12969,9913,Frostbite Nec/Nos
12970,9914,Immersion Foot
12971,9915,Chilblains
12972,9916,Hypothermia
12973,9918,Effect Reduced Temp Nec
12974,9919,Effect Reduced Temp Nos
12975,992,Effect Of Heat/Light
12976,9920,Heat Stroke & Sunstroke
12977,9921,Heat Syncope
12978,9922,Heat Cramps
12979,9923,Heat Exhaust-Anhydrotic
12980,9924,Heat Exhaust-Salt Deple
12981,9925,Heat Exhaustion Nos
12982,9926,"Heat Fatigue, Transient"
12983,9927,Heat Edema
12984,9928,Heat Effect Nec
12985,9929,Heat Effect Nos
12986,993,Effects Of Air Pressure
12987,9930,"Barotrauma, Otitic"
12988,9931,"Barotrauma, Sinus"
12989,9932,Eff High Altitud Nec/Nos
12990,9933,Caisson Disease
12991,9934,Eff Air Press By Explos
12992,9938,Effect Air Pressure Nec
12993,9939,Effect Air Pressure Nos
12994,994,Effect External Caus Nec
12995,9940,Effects Of Lightning
12996,9941,Drowning/Nonfatal Submer
12997,9942,Effects Of Hunger
12998,9943,Effects Of Thirst
12999,9944,Exhaustion-Exposure
13000,9945,Exhaustion-Excess Exert
13001,9946,Motion Sickness
13002,9947,Asphyxiation/Strangulat
13003,9948,Effects Electric Current
13004,9949,Effect External Caus Nec
13005,995,Certain Adverse Eff Nec
13006,9950,Anaphylactic Shock
13007,9951,Angioneurotic Edema
13008,9952,Adv Eff Med/Biol Sub Nos
13009,9953,"Allergy, Unspecified"
13010,9954,Shock Due To Anesthesia
13011,9955,Child Maltreatment Synd
13012,9957,Adverse Food React Nec
13013,99550,Child Abuse Nos
13014,99551,Child Emotnl/Psych Abuse
13015,99552,Child Neglect-Nutrition
13016,99553,Child Sexual Abuse
13017,99554,Child Physical Abuse
13018,99555,Shaken Infant Syndrome
13019,99559,Child Abuse/Neglect Nec
13020,99560,Anphylct Shk Food Nos
13021,99561,Anphylct Shk Peanuts
13022,99562,Anphylct Shk Crstacns
13023,99563,Anphylct Shk Frts Veg
13024,99564,Anphylct Shk Tr Nts Seed
13025,99565,Anphylct Shk Fish
13026,99566,Anphylct Shk Food Addtv
13027,99567,Anphylct Shk Milk Prod
13028,99568,Anphylct Shk Eggs
13029,99569,Anphylct Shk Ot Spf Food
13030,9958,Adverse Effect Nec
13031,99580,Adult Maltreatment Nos
13032,99581,Adult Physical Abuse
13033,99582,Adult Emotnl/Psych Abuse
13034,99583,Adult Sexual Abuse
13035,99584,Adult Neglect-Nutrition
13036,99585,Oth Adult Abuse/Neglect
13037,99586,Malignant Hyperthermia
13038,99589,Adverse Effect Nec
13039,996,Replace & Graft Complic
13040,9960,Malfunc Card Devic/Graft
13041,99600,Malfunc Card Dev/Grf Nos
13042,99601,Malfunc Cardiac Pacemake
13043,99602,Malfunc Prosth Hrt Valve
13044,99603,Malfunc Coron Bypass Grf
13045,99604,Mch Cmp Autm Mplnt Dfbrl
13046,99609,Malfunc Card Dev/Grf Nec
13047,9961,Malfunc Vasc Device/Graf
13048,9962,Malfun Neuro Device/Graf
13049,9963,Malfunc Gu Device/Graft
13050,99630,Malfunc Gu Dev/Graft Nos
13051,99631,Malfunc Urethral Cath
13052,99632,Malfunction Iud
13053,99639,Malfunc Gu Dev/Graft Nec
13054,9964,Malf Int Orthped Dev/Grf
13055,99651,Corneal Grft Malfunction
13056,99652,Oth Tissue Graft Malfunc
13057,99653,Lens Prosthesis Malfunc
13058,99654,Breast Prosth Malfunc
13059,99655,Comp-Artificial Skin Grf
13060,99656,Comp-Periton Dialys Cath
13061,99659,Malfunc Oth Device/Graft
13062,9966,Infec/Inflam-Devic/Graft
13063,99660,Reaction-Unsp Devic/Grft
13064,99661,React-Cardiac Dev/Graft
13065,99662,React-Oth Vasc Dev/Graft
13066,99663,React-Nerv Sys Dev/Graft
13067,99664,React-Indwell Urin Cath
13068,99665,React-Oth Genitourin Dev
13069,99666,React-Inter Joint Prost
13070,99667,React-Oth Int Ortho Dev
13071,99668,React-Periton Dialy Cath
13072,99669,React-Int Pros Devic Nec
13073,9967,Complic Device/Graft Nec
13074,99670,Comp-Unsp Device/Graft
13075,99671,Comp-Heart Valve Prosth
13076,99672,Comp-Oth Cardiac Device
13077,99673,Comp-Ren Dialys Dev/Grft
13078,99674,Comp-Oth Vasc Dev/Graft
13079,99675,Comp-Nerv Sys Dev/Graft
13080,99676,Comp-Genitourin Dev/Grft
13081,99677,Comp-Internal Joint Pros
13082,99678,Comp-Oth Int Ortho Devic
13083,99679,Comp-Int Prost Devic Nec
13084,99680,Comp Organ Transplnt Nos
13085,99681,Compl Kidney Transplant
13086,99682,Compl Liver Transplant
13087,99683,Compl Heart Transplant
13088,99684,Compl Lung Transplant
13089,99685,Compl Marrow Transplant
13090,99686,Compl Pancreas Transplnt
13091,99687,Comp Intestine Transplnt
13092,99689,Comp Oth Organ Transplnt
13093,9969,Compl Reattached Part
13094,99690,Comp Reattach Extrem Nos
13095,99691,Compl Reattached Forearm
13096,99692,Compl Reattached Hand
13097,99693,Compl Reattached Finger
13098,99694,Compl Reattached Arm Nec
13099,99695,Compl Reattached Foot
13100,99696,Compl Reattached Leg Nec
13101,99699,Compl Reattach Part Nec
13102,997,Surg Compl-Body Syst Nec
13103,9970,Surg Complication-Cns
13104,99700,Nervous Syst Complc Nos
13105,99701,Surg Complication - Cns
13106,99702,Iatrogen Cv Infarc/Hmrhg
13107,99709,Surg Comp Nerv Systm Nec
13108,9971,Surg Compl-Heart
13109,9972,Surg Comp-Peri Vasc Syst
13110,9973,Surg Complic-Respir Syst
13111,9974,Surg Comp-Digestv System
13112,9975,Surg Compl-Urinary Tract
13113,9976,Late Amputation Complic
13114,99760,Amputat Stump Compl Nos
13115,99761,Neuroma Amputation Stump
13116,99762,Infection Amputat Stump
13117,99769,Amputat Stump Compl Nec
13118,99771,Vasc Comp Mesenteric Art
13119,99772,Vasc Comp Renal Artery
13120,99779,Vascular Comp Vessel Nec
13121,9979,Surg Compl-Body Syst Nec
13122,99791,Surg Comp - Hypertension
13123,99799,Surg Compl-Body Syst Nec
13124,998,Oth Surgical Compl Nec
13125,9980,Postoperative Shock
13126,9981,Hemorr Complic Procedure
13127,99811,Hemorrhage Complic Proc
13128,99812,Hematoma Complic Proc
13129,99813,Seroma Complicting Proc
13130,9982,Accidental Op Laceration
13131,9983,Postop Wound Disruption
13132,9984,Fb Left During Procedure
13133,9985,Postoperative Infection
13134,99851,Infected Postop Seroma
13135,99859,Other Postop Infection
13136,9986,Persist Postop Fistula
13137,9987,Postop Forgn Subst React
13138,9988,Surgical Complicat Nec
13139,99881,Emphysema Rsult Frm Proc
13140,99882,Ctrct Frgmt Frm Ctr Surg
13141,99883,Non-Healing Surgcl Wound
13142,99889,Oth Spcf Cmplc Procd Nec
13143,9989,Surgical Complicat Nos
13144,999,Complic Medical Care Nec
13145,9990,Generalized Vaccinia
13146,9991,Air Embol Comp Med Care
13147,9992,Vasc Comp Med Care Nec
13148,9993,Infec Compl Med Care Nec
13149,9994,Anaphylactic Shock-Serum
13150,9995,Serum Reaction Nec
13151,9996,Abo Incompatibility Reac
13152,9997,Rh Incompatibility React
13153,9998,Transfusion Reaction Nec
13154,9999,Complic Med Care Nec/Nos
13155,E800,Rr Collision Nos
13156,E8000,Rr Collision Nos-Employ
13157,E8001,Rr Coll Nos-Passenger
13158,E8002,Rr Coll Nos-Pedestrian
13159,E8003,Rr Coll Nos-Ped Cyclist
13160,E8008,Rr Coll Nos-Person Nec
13161,E8009,Rr Coll Nos-Person Nos
13162,E801,Rr Coll W Oth Object
13163,E8010,Rr Coll W Oth Obj-Employ
13164,E8011,Rr Coll W Oth Obj-Pasngr
13165,E8012,Rr Coll W Oth Obj-Pedest
13166,E8013,Rr Coll W Oth Obj-Cycl
13167,E8018,Rr Col W Oth Obj-Per Nec
13168,E8019,Rr Col W Oth Obj-Per Nos
13169,E802,Rr Accident W Derailment
13170,E8020,Rr Acc W Derail-Employee
13171,E8021,Rr Acc W Derail-Passeng
13172,E8022,Rr Acc W Derail-Pedest
13173,E8023,Rr Acc W Derail-Ped Cycl
13174,E8028,Rr Acc W Derail-Pers Nec
13175,E8029,Rr Acc W Derail-Pers Nos
13176,E803,Rr Accident W Explosion
13177,E8030,Rr Acc W Explosion-Empl
13178,E8031,Rr Acc W Explos-Pasngr
13179,E8032,Rr Acc W Explos-Pedest
13180,E8033,Rr Acc W Explos-Ped Cycl
13181,E8038,Rr Acc W Explos-Pers Nec
13182,E8039,Rr Acc W Explos-Pers Nos
13183,E804,Fall On/From Train
13184,E8040,Fall On/From Train-Empl
13185,E8041,Fall From Train-Passengr
13186,E8042,Fall From Train-Pedest
13187,E8043,Fall From Train-Ped Cycl
13188,E8048,Fall From Train-Pers Nec
13189,E8049,Fall From Train-Pers Nos
13190,E805,Hit By Rolling Stock
13191,E8050,Hit By Train-Employee
13192,E8051,Hit By Train-Passenger
13193,E8052,Hit By Train-Pedestrian
13194,E8053,Hit By Train-Ped Cyclist
13195,E8058,Hit By Train-Person Nec
13196,E8059,Hit By Train-Person Nos
13197,E806,Railway Accident Nec
13198,E8060,Rr Acc Nec-Employee
13199,E8061,Rr Acc Nec-Passenger
13200,E8062,Rr Acc Nec-Pedestrian
13201,E8063,Rr Acc Nec-Ped Cyclist
13202,E8068,Rr Acc Nec-Person Nec
13203,E8069,Rr Acc Nec-Person Nos
13204,E807,Railway Accident Nos
13205,E8070,Rr Accident Nos-Employee
13206,E8071,Rr Acc Nos-Passenger
13207,E8072,Rr Acc Nos-Pedestrian
13208,E8073,Rr Acc Nos-Ped Cyclist
13209,E8078,Rr Acc Nos-Person Nec
13210,E8079,Rr Acc Nos-Person Nos
13211,E810,Vehicle-Train Collision
13212,E8100,Mv-Train Coll-Driver
13213,E8101,Mv-Train Coll-Pasngr
13214,E8102,Mv-Train Coll-Motorcycl
13215,E8103,Mv-Train Coll-Mcycl Psgr
13216,E8104,Mv-Train Coll-St Car
13217,E8105,Mv-Train Coll-Anim Rid
13218,E8106,Mv-Train Coll-Ped Cycl
13219,E8107,Mv-Train Coll-Pedest
13220,E8108,Mv-Train Coll-Pers Nec
13221,E8109,Mv-Train Coll-Pers Nos
13222,E811,Mv Reentrant Collision
13223,E8110,Reentrant Mv Coll-Driver
13224,E8111,Reentrant Mv Coll-Pasngr
13225,E8112,Reentrant Coll-Motcycl
13226,E8113,Reentrant Coll-Mcyc Psgr
13227,E8114,Reentrant Coll-St Car
13228,E8115,Reentrant Coll-Anim Rid
13229,E8116,Reentrant Coll-Ped Cycl
13230,E8117,Reentrant Coll-Pedest
13231,E8118,Reentrant Coll-Pers Nec
13232,E8119,Reentrant Coll-Pers Nos
13233,E812,Mot Vehic Collision Nos
13234,E8120,Mv Collision Nos-Driver
13235,E8121,Mv Collision Nos-Pasngr
13236,E8122,Mv Collis Nos-Motorcycl
13237,E8123,Mv Coll Nos-Mcycl Psngr
13238,E8124,Mv Collision Nos-St Car
13239,E8125,Mv Coll Nos-Anim Rid
13240,E8126,Mv Coll Nos-Ped Cycl
13241,E8127,Mv Collision Nos-Pedest
13242,E8128,Mv Collis Nos-Pers Nec
